year;month;revenue
2024;8;17616273
2024;3;38813810
2023;7;20056027
2023;6;91009510
2023;4;4607466
2023;2;67119908
2024;11;18154972
2024;2;80623440
2023;11;37530036
2023;6;103089576
2024;7;72732600
2023;9;18252232
2023;8;51742074
2023;11;35003910
2024;4;50816316
2024;7;14570815
2024;1;11560498
2024;6;9417478
2023;7;38866261
2023;2;87934415
2024;12;37102512
2024;11;16663904
2023;8;33954228
2023;1;29793580
2024;10;41938980
2024;6;106471456
2024;11;8968100
2024;11;91894692
2024;11;15162402
2023;12;120842424
2024;8;83170030
2024;11;122868408
2023;3;52672984
2023;2;27216624
2023;7;66940824
2024;3;16646792
2023;4;46908336
2023;11;32896094
2024;3;76069355
2024;4;23780132
2024;4;55506843
2024;11;89467120
2024;10;106643076
2024;1;75084195
2024;1;46588050
2023;12;49609062
2023;6;12465039
2023;1;20354426
2024;3;60955317
2024;6;53469732
2023;7;123284791
2023;3;36979512
2023;3;90461630
2024;8;138418133
2024;6;8540256
2024;10;45019470
2024;1;8993605
2023;4;29178226
2024;10;21210685
2023;3;43472534
2024;1;69325740
2024;1;51467658
2023;9;11351826
2024;2;31133060
2023;4;68306520
2023;7;73284344
2024;8;24567044
2023;3;19371680
2023;1;33600684
2023;10;58350272
2023;4;126392567
2023;2;60248601
2023;9;77390045
2024;1;29818685
2023;5;36174504
2023;10;4421254
2023;8;45389664
2024;4;79244268
2024;12;36060018
2023;5;39716255
2024;11;4898815
2023;6;68616332
2024;12;33793690
2024;10;30548886
2023;1;51014235
2023;10;8789230
2023;12;105347788
2024;5;16552302
2023;1;53258256
2023;12;33678104
2024;11;23307412
2024;9;49877088
2024;1;70692544
2024;7;36124332
2023;1;12400746
2024;6;43778820
2024;1;42544614
2024;2;60835629
2024;4;68763360
2024;5;15081844
2023;8;120488316
2024;11;8310547
2023;10;99332540
2023;8;15165421
2023;1;31655730
2023;4;53151483
2024;6;66297721
2023;2;29760478
2023;10;30625355
2024;11;33049620
2024;6;12669894
2024;4;12663915
2023;12;18174990
2024;2;19207983
2024;7;82540310
2023;1;54033287
2023;4;12442053
2023;6;6236331
2024;1;88981710
2024;5;44773086
2023;4;5969095
2024;3;34077086
2024;10;17412034
2024;5;36908108
2023;11;126613641
2023;5;24849036
2023;3;79739136
2023;5;32377604
2024;11;27737112
2023;11;44697759
2024;10;81586948
2024;9;55241053
2023;3;55589028
2023;1;58798704
2024;1;15317403
2024;4;88180170
2024;6;140582918
2023;9;45110970
2023;10;34365084
2023;8;18208020
2024;2;19840243
2023;12;27452313
2024;8;15134328
2023;8;43461610
2023;6;35808054
2023;3;24460350
2024;3;40284230
2024;12;17102772
2024;8;36466812
2024;12;15035329
2023;4;58761729
2024;3;24110055
2023;3;32468465
2023;9;23524845
2024;12;110766612
2023;10;9007795
2023;1;5994539
2024;9;46353192
2024;10;120920304
2023;2;19334991
2023;5;90667130
2024;10;60373390
2023;6;46470285
2023;10;45103644
2023;9;15869256
2023;8;4088420
2024;7;59298897
2024;9;30098145
2023;11;67683360
2024;5;91512410
2023;3;33726534
2024;7;4158345
2023;6;105590268
2024;3;99490360
2023;6;64660316
2024;11;81332068
2024;6;39321535
2023;11;115816036
2024;7;6319716
2023;8;34758936
2024;3;20345832
2023;12;87043644
2024;10;40562872
2024;1;28123140
2024;10;38997132
2024;12;35872550
2023;8;79588440
2024;10;91242186
2023;3;50217036
2023;3;17638835
2024;3;69034844
2023;11;23962404
2023;2;45510543
2024;7;91016665
2023;3;75860740
2024;6;125433245
2023;5;8838746
2024;7;41782430
2023;11;34989423
2024;9;100832970
2024;3;11856164
2024;3;8819320
2024;2;33603378
2024;3;13261902
2024;11;19722321
2024;2;9189334
2024;1;72789904
2024;9;37882008
2023;11;116261271
2024;3;42069810
2023;6;6024389
2024;12;12491352
2024;8;22204700
2023;7;30906491
2024;8;91973232
2023;8;56911578
2023;3;31913644
2024;4;59367831
2023;8;19773637
2023;9;43979001
2023;1;141580635
2024;12;121466310
2023;7;32272120
2024;6;25961892
2023;9;52642371
2023;2;121660973
2023;7;32550581
2023;1;60247935
2023;7;13973169
2024;10;25140492
2023;11;45120768
2023;8;118796342
2023;7;19071795
2024;9;88355145
2024;5;37915444
2024;10;31062245
2023;4;38021285
2023;5;31357160
2023;1;101737116
2023;8;7686324
2024;2;18418934
2024;11;78318908
2024;12;14849946
2024;11;51054495
2023;7;61486820
2024;10;16547527
2024;11;67789912
2024;8;69543044
2024;9;66176716
2024;1;27412917
2023;8;40125696
2024;3;45217443
2023;11;28097967
2023;6;11310558
2023;6;56975506
2023;9;17568498
2023;9;45386440
2024;9;59494246
2024;12;43824564
2024;11;47877576
2023;11;82856735
2024;4;9416390
2023;1;18046452
2024;4;18394964
2024;9;106485414
2024;1;18095319
2024;12;121145016
2024;8;98000455
2023;9;8782122
2023;4;35670104
2024;6;105194845
2023;2;118333506
2024;6;8016682
2024;8;126144123
2023;11;28718635
2023;3;141092532
2023;7;46629852
2023;6;73956684
2023;3;44412750
2024;8;30701272
2023;10;25837506
2023;3;8618816
2023;11;35732654
2024;12;18419517
2024;3;19272980
2023;12;5800745
2023;8;25907052
2024;1;9673472
2023;5;4202745
2023;10;15808472
2024;2;87810306
2023;9;22868511
2024;6;102925039
2023;5;6303655
2023;7;75726115
2024;9;28206850
2024;6;18536492
2024;6;22232484
2023;5;60590616
2024;7;25337380
2024;4;57076761
2024;2;101317250
2024;10;33581608
2024;2;19076992
2024;2;6176781
2024;3;44398593
2024;4;55784190
2023;4;30944396
2023;10;33246766
2024;11;68483832
2024;9;67379300
2024;1;20419001
2024;1;28605684
2024;2;17202957
2023;10;30810730
2024;4;64093036
2024;10;140995204
2023;1;90943485
2023;12;18225388
2024;6;68274912
2024;9;118037352
2023;10;61467657
2024;10;41549606
2024;10;76685225
2023;3;28839708
2023;7;17001040
2023;7;50740140
2024;9;98593155
2024;9;52403136
2023;7;29898715
2023;11;60044472
2024;2;90745085
2024;5;34864946
2024;11;9023262
2023;10;117523302
2023;9;20303175
2024;1;11569636
2023;5;35686974
2023;1;12449316
2024;12;16605836
2023;1;81495960
2023;9;100286028
2023;5;31775305
2024;5;46590665
2023;10;106998178
2023;2;19514660
2024;5;75831805
2024;8;25833368
2023;12;50728557
2023;9;35269578
2023;12;36506064
2023;6;39991328
2024;6;9281319
2024;10;55438773
2024;8;24907172
2023;6;18579962
2023;6;88405210
2023;5;23617476
2024;5;6053708
2024;1;39425905
2024;7;102327750
2023;10;25645344
2023;6;18064210
2024;7;19824087
2023;12;50195478
2024;3;7682587
2024;1;24894064
2024;8;24004468
2023;11;6471394
2023;8;17819198
2024;12;35780486
2023;5;4969267
2024;6;142939678
2023;6;61032453
2024;12;39923611
2023;5;45218404
2024;12;91619355
2023;1;19932380
2023;9;25113867
2023;2;127784363
2023;11;62553533
2023;9;46078008
2023;10;39795102
2024;1;33031966
2024;1;138674802
2023;6;118144068
2023;1;138735800
2024;1;20385526
2023;2;61263450
2024;7;104519358
2024;2;7842904
2023;2;16811014
2024;9;17091488
2023;9;46425201
2023;12;67747632
2023;7;87494040
2023;6;17043852
2023;8;57805167
2024;9;4182404
2023;5;33610654
2024;9;20406415
2024;10;4025544
2023;1;46623790
2023;7;45784095
2023;4;30696918
2023;5;17808960
2024;9;24513144
2023;11;8742977
2023;12;23467990
2023;3;20627730
2023;5;60129688
2024;6;30955995
2024;2;60930667
2023;8;39409890
2023;9;42756365
2024;10;101034015
2023;11;8149012
2023;12;42986594
2024;8;140837634
2023;11;60607664
2024;3;123485957
2024;7;66085712
2024;12;51974976
2024;4;51050922
2024;7;51039672
2023;7;39061306
2023;6;29522870
2024;3;39386525
2024;1;90340065
2024;2;9346529
2023;8;71654456
2023;3;16913118
2023;10;53629576
2023;7;34966272
2024;10;53799408
2024;11;29142799
2024;5;19844560
2023;3;37694892
2023;7;54299169
2023;4;17100084
2023;2;50186442
2023;5;29100705
2023;3;18812680
2023;11;30115622
2024;5;58948263
2023;4;123566555
2023;6;59424801
2023;8;91524420
2023;5;15044041
2023;5;11292876
2023;5;30248250
2023;11;41754755
2024;12;38628520
2023;6;86276055
2023;12;89820040
2023;12;25192998
2023;1;39605256
2023;1;69185976
2024;1;80404968
2023;3;30533226
2024;10;8113208
2023;5;17518412
2023;2;98272765
2023;3;52865802
2024;3;86042785
2023;8;28179984
2024;12;39134846
2024;11;44633835
2024;5;88038144
2023;12;15018131
2023;2;123606455
2024;5;73031016
2023;7;100717345
2024;5;142140047
2023;7;90870582
2023;8;55687554
2024;1;115564694
2023;8;40831796
2023;11;28121940
2024;6;17678583
2024;6;15001126
2024;1;53486274
2024;4;26319468
2024;12;36434214
2024;3;22163895
2023;7;24070345
2024;11;40621050
2023;2;103371114
2024;4;103657988
2023;5;39866256
2024;3;78454320
2024;12;44700978
2023;8;66418639
2024;11;54121440
2024;10;87978970
2024;3;54293157
2024;2;8112431
2023;10;80249296
2023;5;8217433
2024;6;19288191
2023;12;5746277
2023;11;58620394
2024;2;33941568
2023;5;101261605
2024;1;105607292
2023;6;30836038
2024;7;29302632
2024;12;30390584
2023;3;9475994
2024;4;17567550
2024;9;35690774
2023;7;28653610
2024;1;9481566
2023;3;59903349
2024;1;69025100
2024;3;61887664
2023;1;35061842
2023;10;18688832
2023;8;40247206
2023;3;34217734
2024;3;16835978
2023;12;106230504
2023;9;26969457
2024;3;36883634
2024;7;81841052
2024;1;108148964
2023;11;6148434
2023;3;40296558
2024;2;54344976
2024;12;44720553
2024;8;16733203
2024;8;12624579
2024;11;8400548
2023;8;79124952
2024;4;91950245
2024;10;16514036
2024;8;57501066
2023;4;18419448
2024;3;25672518
2023;8;20354296
2023;8;91861860
2023;12;19835261
2024;2;99614275
2024;2;36769306
2023;8;109566078
2023;8;72101096
2024;9;78989176
2023;11;45035364
2024;12;63211029
2023;4;136799103
2023;4;7776330
2023;1;18721077
2024;11;83961505
2024;11;9111659
2023;10;4882728
2023;6;123056122
2024;6;30564318
2024;1;41890725
2023;8;110719200
2023;12;83280070
2024;7;120013572
2023;11;28067235
2023;11;39570014
2024;5;129411618
2024;1;31124620
2024;11;118690852
2024;5;37078434
2023;9;15619820
2023;9;56648333
2024;10;15193476
2023;5;8549706
2023;11;129387874
2024;3;8511604
2023;9;19720093
2023;10;28468290
2023;4;137335303
2023;1;55777645
2024;5;73869825
2023;4;27061842
2023;1;139366815
2024;2;8852544
2023;11;17272044
2024;3;22995660
2024;9;52986999
2024;3;100630355
2024;1;57557591
2024;8;16915980
2024;11;17994540
2023;6;70076544
2024;8;100368355
2023;2;136603229
2024;5;39167681
2023;12;45693288
2023;8;84184845
2023;10;29957898
2024;9;73511632
2024;4;16764752
2023;8;106022140
2024;5;44251403
2024;9;40154594
2023;6;23062581
2023;7;9239587
2023;11;6451584
2023;1;140938210
2023;7;66784652
2023;1;39859090
2023;8;45172281
2024;6;98681535
2024;8;23640348
2024;6;59098578
2024;5;14784058
2024;8;119956800
2023;9;66241440
2024;3;39220978
2024;5;31260000
2024;2;61036424
2023;11;115847319
2024;8;70903584
2023;6;17003000
2024;11;119759101
2023;3;29259674
2023;6;89824326
2023;1;66930652
2024;4;121715166
2024;8;99052670
2023;11;26305884
2023;3;46304810
2023;11;33040620
2023;5;16993475
2024;8;98472065
2024;11;141697836
2024;1;15385408
2024;1;9379493
2024;8;20517070
2023;1;83981305
2024;8;34287794
2024;3;120343692
2024;7;137647237
2024;8;63588840
2023;10;59969796
2023;1;23993010
2024;12;30007282
2024;3;43925646
2024;5;53269454
2023;8;4946009
2023;6;9335283
2023;5;69582108
2024;7;20030200
2024;12;25740796
2024;12;14586237
2024;3;32433295
2024;7;101610803
2024;6;26711388
2023;1;30886818
2023;12;120683256
2023;9;19565099
2024;6;29869586
2023;11;103573656
2023;10;40005280
2024;2;85204870
2023;10;73538616
2023;3;14011929
2023;10;15196889
2024;1;55249524
2024;11;19768277
2023;2;43791534
2024;6;30307102
2023;2;22558812
2024;4;118602057
2024;12;6151950
2024;6;106075290
2023;11;42339374
2023;3;104637792
2023;6;18330704
2024;8;126173110
2024;1;140667093
2023;5;33461184
2023;10;17154753
2023;6;88344042
2024;6;6303888
2024;7;60441261
2023;8;45380892
2023;5;118597908
2023;6;32658224
2024;1;31819228
2024;6;50640414
2024;10;5632177
2023;8;78382816
2023;8;16547166
2024;3;19132260
2024;3;59621160
2023;9;46493118
2024;5;78498776
2023;12;51486981
2023;5;25359990
2024;9;105496272
2024;3;12147254
2023;10;17541313
2024;2;100838995
2023;6;118113870
2024;4;12894598
2023;12;98057595
2024;10;140702177
2024;12;65687916
2024;10;34005310
2024;4;23061696
2023;1;29931340
2023;2;30878690
2024;10;23028336
2023;10;46656330
2023;9;86229190
2024;5;8076725
2023;6;35282928
2023;9;70564244
2024;12;24063616
2024;11;27806885
2023;7;106085343
2024;1;9599422
2024;4;90741755
2024;6;15424100
2023;6;22407304
2023;12;6092952
2024;4;107284752
2024;6;19884388
2024;12;30653744
2023;5;14313507
2024;5;54041388
2023;10;36299928
2023;2;29034198
2023;7;54860085
2024;11;81335624
2023;1;101899196
2024;6;51612120
2023;11;125556760
2023;8;92087022
2023;7;58033108
2024;11;14850702
2023;4;35011064
2023;7;45793980
2023;9;28617090
2024;12;16675484
2024;5;12873513
2023;8;75690760
2023;12;34372492
2024;11;60243141
2023;4;78934036
2023;7;12090008
2024;5;8309841
2023;7;81623484
2023;3;15248030
2024;9;28220628
2023;4;100282392
2024;11;4013865
2024;1;6034652
2024;12;81938660
2023;5;39710305
2023;4;51587238
2023;2;19573928
2023;7;138161275
2023;9;69012072
2023;9;33048738
2024;2;70990244
2024;9;34994772
2024;1;102130122
2023;11;40127012
2023;2;8119520
2023;10;39180106
2023;11;9293700
2024;1;8994799
2024;3;24527520
2023;2;25724160
2024;7;35983732
2024;8;19552288
2024;4;69009924
2023;7;24318428
2023;7;44411615
2024;2;51827628
2023;12;92777970
2023;4;58386650
2024;9;120393609
2023;10;29229382
2024;12;33560604
2024;10;25441500
2023;12;9386132
2023;2;101168665
2024;12;100779355
2024;10;4613756
2024;1;102103685
2024;6;28297145
2023;9;52779657
2023;9;9031575
2023;7;38155400
2024;4;36084384
2023;2;22841008
2023;12;55323771
2024;1;59414727
2023;3;59895402
2024;6;41467720
2024;8;61484655
2023;8;17228352
2024;9;18101726
2023;9;6458087
2023;8;30251788
2023;3;15443215
2024;2;32713611
2023;11;31670429
2024;6;139082048
2023;3;35138636
2024;6;34423060
2023;11;62062238
2023;2;17921796
2023;4;39409620
2023;4;82720130
2024;3;21245745
2024;10;106015035
2024;2;37309548
2024;8;12483237
2024;12;51207546
2024;10;30593732
2023;2;8421392
2024;3;58848896
2024;2;18195748
2023;4;52245810
2024;3;40402028
2024;5;42416165
2024;3;68856980
2023;8;60505697
2024;7;9205108
2024;11;55353276
2023;12;4366119
2023;9;61638208
2024;6;22524624
2023;7;86542170
2023;5;102046728
2023;5;106245972
2023;4;36450090
2023;10;23584392
2023;9;53239920
2023;4;109015572
2023;3;17189802
2024;10;19032129
2024;8;62082643
2023;11;42412356
2024;11;139953478
2023;1;8377154
2023;3;25888395
2024;2;34161178
2024;7;40908700
2024;6;120984768
2024;8;74763070
2023;4;5832156
2024;6;91127750
2024;9;25882140
2024;3;115829651
2024;9;36389018
2023;9;75372135
2024;7;27713358
2023;9;33694982
2023;4;75691200
2024;5;29806654
2023;6;29760055
2023;4;50653422
2024;9;55082594
2024;12;31261208
2024;5;126806337
2024;2;82669900
2023;3;117630312
2023;4;26566923
2024;8;39914288
2023;10;52486962
2024;12;7675027
2024;3;16793448
2023;7;33336121
2024;5;102178295
2024;11;39761860
2024;1;18596216
2023;11;29921436
2024;9;90519030
2023;1;82717250
2023;9;31836500
2023;12;56954514
2024;11;8960052
2023;7;58737848
2024;11;8068998
2024;3;17901835
2024;10;24794151
2024;5;25616490
2024;7;30967388
2023;12;106651596
2023;5;14519856
2024;10;69990972
2024;9;67613532
2023;1;118240416
2024;4;37527776
2023;1;91462830
2023;3;17684496
2023;12;37430244
2023;9;34135812
2023;3;40194062
2024;5;64810158
2023;11;90771185
2023;8;18340313
2023;1;123861563
2023;11;59242900
2024;6;52109322
2024;9;8837721
2024;2;89307750
2023;2;9854872
2023;7;72673548
2023;8;24393849
2023;6;77337410
2023;12;19860916
2024;8;23520260
2023;8;42348670
2024;6;24461520
2023;11;17471186
2023;8;103848474
2023;3;86815085
2023;10;24109602
2024;7;14901305
2024;9;55072575
2024;2;136636577
2023;4;42884535
2023;8;35523908
2023;1;20351992
2024;3;53889756
2024;11;25423629
2023;9;91340870
2024;4;102919764
2024;5;120451604
2024;1;92029440
2024;2;36612378
2024;5;33625528
2023;4;90965585
2024;1;5812887
2023;7;41513265
2024;3;73998175
2023;11;109141572
2023;9;16738791
2023;12;35362026
2023;1;37846155
2024;3;8894872
2024;1;58500177
2024;2;20075344
2024;3;12143028
2023;7;16612494
2024;5;12315538
2024;4;17855116
2024;7;91497420
2024;4;33038286
2024;7;129359048
2024;7;16905123
2024;2;11447256
2024;9;7963091
2024;12;24162570
2024;5;55808879
2023;3;45073374
2023;6;100282535
2023;7;29842728
2024;5;38483375
2024;8;22921676
2023;6;75458830
2023;12;52493511
2023;5;137149810
2023;9;12410902
2024;1;13978476
2024;5;101060712
2023;4;34181352
2023;7;39040144
2024;4;8272312
2023;1;72580784
2023;2;54641406
2023;11;5883143
2023;4;36892426
2024;8;34876751
2024;1;17549682
2023;9;66062536
2023;11;51177249
2024;6;54509289
2023;5;43863148
2023;11;7775204
2024;3;45434178
2023;2;120508236
2024;12;143132682
2024;10;22920504
2024;3;119396095
2024;8;102119805
2023;10;53118054
2024;1;6160986
2023;6;55276134
2023;8;15472596
2024;1;30702036
2023;2;39678472
2024;6;116749374
2024;2;17030681
2024;5;19839936
2023;12;23968112
2024;1;75595715
2024;10;24837879
2024;7;17830555
2023;5;60989802
2023;11;61044620
2023;9;8602052
2024;5;122040150
2024;4;36356948
2024;9;34548596
2023;9;25900800
2023;5;59340127
2023;3;46091448
2023;1;40625598
2024;4;103136100
2024;6;11397250
2024;4;55291062
2023;3;32405145
2023;8;36279208
2023;10;78278220
2024;3;58982882
2024;4;121990284
2024;6;33822684
2024;1;14360295
2024;12;17375541
2024;4;31499232
2023;6;80581756
2024;5;44766141
2023;5;108531882
2024;8;14659112
2024;5;49598838
2023;11;54467245
2024;4;18537768
2023;5;22428615
2024;6;34675655
2024;11;52181535
2023;10;106796214
2023;2;7792443
2023;12;27991680
2024;6;16600284
2024;4;29311218
2023;7;14558374
2023;10;106512756
2023;1;41363812
2023;4;8360758
2023;8;16427008
2023;4;11958724
2023;4;76020190
2024;12;22041010
2023;1;84318870
2023;6;14927533
2023;8;103550262
